competitor,Discipline,Sex,Nationality,mark_numeric,Predicted_World_Record_Breaker,Probability_World_Record_Breaker,World_Record_Correct,Actual_World_Record_Breaker,Actual_National_Record_Breaker,Actual_Personal_Best_Breaker
Oskar EDLUND,400-metres-hurdles,male,SWE,48.52,No,4.486313e-05,Yes,No,No,Yes
Victor NTWENG,400-metres-hurdles,male,BOT,48.54,No,6.834741e-05,Yes,No,Yes,Yes
Ken TOYODA,400-metres-hurdles,male,JPN,48.55,No,2.306116e-05,Yes,No,No,No
Karsten WARHOLM,400-metres-hurdles,male,NOR,48.56,No,3.6867714e-05,Yes,No,No,No
Chris ROBINSON,400-metres-hurdles,male,USA,48.56,No,4.2211654e-05,Yes,No,No,No
Sabelo DHLAMINI,400-metres-hurdles,male,RSA,48.57,No,2.7450797e-05,Yes,No,No,Yes
Alastair CHALMERS,400-metres-hurdles,male,GBR,48.57,No,4.4375636e-05,Yes,No,No,Yes
Caleb DEAN,400-metres-hurdles,male,USA,48.58,No,4.2211654e-05,Yes,No,No,No
Kemorena TISANG,400-metres-hurdles,male,BOT,48.59,No,6.834741e-05,Yes,No,Yes,Yes
Joshua FAULDS,400-metres-hurdles,male,GBR,48.59,No,4.4375636e-05,Yes,No,No,Unknown
Jesús David DELGADO,400-metres-hurdles,male,ESP,48.6,No,6.922849e-06,Yes,No,Yes,Yes
Alastair CHALMERS,400-metres-hurdles,male,GBR,48.61,No,4.4375636e-05,Yes,No,No,Yes
Emil AGYEKUM,400-metres-hurdles,male,GER,48.61,No,7.506619e-06,Yes,No,No,No
Vít MÜLLER,400-metres-hurdles,male,CZE,48.61,No,6.077675e-05,Yes,No,No,Yes
Daiki OGAWA,400-metres-hurdles,male,JPN,48.61,No,2.306116e-05,Yes,No,No,Yes
Daiki OGAWA,400-metres-hurdles,male,JPN,48.61,No,2.306116e-05,Yes,No,No,Yes
Vít MÜLLER,400-metres-hurdles,male,CZE,48.61,No,6.077675e-05,Yes,No,No,Yes
Antti SAINIO,400-metres-hurdles,male,FIN,48.61,No,2.7208072e-05,Yes,No,Yes,Yes
Ken TOYODA,400-metres-hurdles,male,JPN,48.62,No,2.306116e-05,Yes,No,No,No
Alastair CHALMERS,400-metres-hurdles,male,GBR,48.63,No,4.4375636e-05,Yes,No,No,Yes
Vladimir LYSENKO,400-metres-hurdles,male,RUS,48.64,No,2.4684152e-05,Yes,No,No,Yes
Alastair CHALMERS,400-metres-hurdles,male,GBR,48.64,No,4.4375636e-05,Yes,No,No,Yes
Bassem HEMEIDA,400-metres-hurdles,male,QAT,48.64,No,6.534781e-05,Yes,No,No,No
Wiseman Were MUKHOBE,400-metres-hurdles,male,KEN,48.65,No,8.663446e-06,Yes,No,No,No
Tyri DONOVAN,400-metres-hurdles,male,GBR,48.65,No,7.506619e-06,Yes,No,No,Unknown
Roshawn CLARKE,400-metres-hurdles,male,JAM,48.65,No,2.5587293e-05,Yes,No,No,No
Kaito TSUTSUE,400-metres-hurdles,male,JPN,48.66,No,8.129367e-06,Yes,No,No,Yes
Julien BONVIN,400-metres-hurdles,male,SUI,48.66,No,5.4308373e-05,Yes,No,No,Yes
Kody BLACKWOOD,400-metres-hurdles,male,USA,48.66,No,6.073608e-05,Yes,No,No,Unknown
Caleb DEAN,400-metres-hurdles,male,USA,48.67,No,4.2211654e-05,Yes,No,No,No
Assinie WILSON,400-metres-hurdles,male,JAM,48.68,No,2.306116e-05,Yes,No,No,No
Berke AKÇAM,400-metres-hurdles,male,TUR,48.68,No,3.414297e-05,Yes,No,No,Yes
Malik JAMES-KING,400-metres-hurdles,male,JAM,48.69,No,2.7316099e-05,Yes,No,No,Yes
Francisco Guilherme DOS REIS VIANA,400-metres-hurdles,male,BRA,48.69,No,0.00014886275,Yes,No,No,Yes
Jesús David DELGADO,400-metres-hurdles,male,ESP,48.7,No,6.922849e-06,Yes,No,Yes,Yes
CJ ALLEN,400-metres-hurdles,male,USA,48.71,No,9.3077415e-06,Yes,No,No,No
Kazuki KUROKAWA,400-metres-hurdles,male,JPN,48.71,No,2.306116e-05,Yes,No,No,No
Kemorena TISANG,400-metres-hurdles,male,BOT,48.72,No,6.834741e-05,Yes,No,Yes,Yes
Fyodor IVANOV,400-metres-hurdles,male,RUS,48.72,No,3.2634383e-05,Yes,No,No,No
Berke AKÇAM,400-metres-hurdles,male,TUR,48.72,No,3.414297e-05,Yes,No,No,Yes
Carl BENGTSTRÖM,400-metres-hurdles,male,SWE,48.72,No,4.2314547e-05,Yes,No,No,No
Seamus DERBYSHIRE,400-metres-hurdles,male,GBR,48.73,No,4.4375636e-05,Yes,No,No,Yes
Daiki OGAWA,400-metres-hurdles,male,JPN,48.73,No,2.306116e-05,Yes,No,No,Yes
Vít MÜLLER,400-metres-hurdles,male,CZE,48.73,No,6.077675e-05,Yes,No,No,Yes
Sabelo DHLAMINI,400-metres-hurdles,male,RSA,48.74,No,2.7450797e-05,Yes,No,No,Yes
Jake MINSHULL,400-metres-hurdles,male,GBR,48.74,No,2.950235e-05,Yes,No,No,Unknown
Vít MÜLLER,400-metres-hurdles,male,CZE,48.75,No,6.077675e-05,Yes,No,No,Yes
Assinie WILSON,400-metres-hurdles,male,JAM,48.75,No,2.306116e-05,Yes,No,No,No
Ismail Doudai ABAKAR,400-metres-hurdles,male,QAT,48.75,No,3.4447552e-05,Yes,No,No,Yes
Kaito TSUTSUE,400-metres-hurdles,male,JPN,48.75,No,6.1955416e-06,Yes,No,No,Yes
CJ ALLEN,400-metres-hurdles,male,USA,48.76,No,9.3077415e-06,Yes,No,No,No
Owe FISCHER-BREIHOLZ,400-metres-hurdles,male,GER,48.76,No,2.8169206e-05,Yes,No,No,Unknown
Abderrahman SAMBA,400-metres-hurdles,male,QAT,48.76,No,2.8606028e-05,Yes,No,No,No
Chris ROBINSON,400-metres-hurdles,male,USA,48.76,No,4.2211654e-05,Yes,No,No,No
Jake MINSHULL,400-metres-hurdles,male,GBR,48.76,No,2.950235e-05,Yes,No,No,Unknown
Assinie WILSON,400-metres-hurdles,male,JAM,48.77,No,2.306116e-05,Yes,No,No,No
Abderrahman SAMBA,400-metres-hurdles,male,QAT,48.77,No,2.8606028e-05,Yes,No,No,No
Jevon WILLIAMS,400-metres-hurdles,male,USA,48.77,No,4.2211654e-05,Yes,No,No,Yes
Michal RADA,400-metres-hurdles,male,CZE,48.78,No,8.800962e-05,Yes,No,No,Unknown
Nick SMIDT,400-metres-hurdles,male,NED,48.78,No,1.9837225e-05,Yes,No,No,No
Kody BLACKWOOD,400-metres-hurdles,male,USA,48.78,No,6.073608e-05,Yes,No,No,Unknown
Michal RADA,400-metres-hurdles,male,CZE,48.78,No,8.800962e-05,Yes,No,No,Unknown
Kody BLACKWOOD,400-metres-hurdles,male,USA,48.79,No,6.073608e-05,Yes,No,No,Unknown
Fyodor IVANOV,400-metres-hurdles,male,RUS,48.79,No,3.2634383e-05,Yes,No,No,No
Jesús David DELGADO,400-metres-hurdles,male,ESP,48.79,No,6.922849e-06,Yes,No,Yes,Yes
Hiromu YAMAUCHI,400-metres-hurdles,male,JPN,48.79,No,2.7316099e-05,Yes,No,No,Yes
Carl BENGTSTRÖM,400-metres-hurdles,male,SWE,48.8,No,4.2314547e-05,Yes,No,No,No
Owe FISCHER-BREIHOLZ,400-metres-hurdles,male,GER,48.81,No,2.8169206e-05,Yes,No,No,Unknown
Roshawn CLARKE,400-metres-hurdles,male,JAM,48.81,No,2.3359396e-05,Yes,No,No,No
Gerald DRUMMOND,400-metres-hurdles,male,CRC,48.81,No,7.3111776e-05,Yes,No,No,No
Oskar EDLUND,400-metres-hurdles,male,SWE,48.81,No,4.486313e-05,Yes,No,No,Yes
Seamus DERBYSHIRE,400-metres-hurdles,male,GBR,48.82,No,4.4375636e-05,Yes,No,No,Yes
Dennick LUKE,400-metres-hurdles,male,DMA,48.82,No,8.296008e-05,Yes,No,Unknown,Unknown
Kaito TSUTSUE,400-metres-hurdles,male,JPN,48.82,No,8.129367e-06,Yes,No,No,No
Kody BLACKWOOD,400-metres-hurdles,male,USA,48.83,No,6.073608e-05,Yes,No,No,Unknown
Juander SANTOS,400-metres-hurdles,male,DOM,48.83,No,6.077675e-05,Yes,No,No,No
Zhiyu XIE,400-metres-hurdles,male,CHN,48.83,No,0.00014886275,Yes,No,No,No
Roshawn CLARKE,400-metres-hurdles,male,JAM,48.83,No,2.3359396e-05,Yes,No,No,No
Berke AKÇAM,400-metres-hurdles,male,TUR,48.84,No,3.414297e-05,Yes,No,No,Yes
Tyri DONOVAN,400-metres-hurdles,male,GBR,48.84,No,7.506619e-06,Yes,No,No,Unknown
Kaito TSUTSUE,400-metres-hurdles,male,JPN,48.84,No,8.129367e-06,Yes,No,No,No
Drake SCHNEIDER,400-metres-hurdles,male,USA,48.85,No,6.714223e-05,Yes,No,No,Yes
Ja'qualon SCOTT,400-metres-hurdles,male,USA,48.85,No,4.2211654e-05,Yes,No,No,Unknown
Sabelo DHLAMINI,400-metres-hurdles,male,RSA,48.85,No,2.7450797e-05,Yes,No,No,Yes
Alastair CHALMERS,400-metres-hurdles,male,GBR,48.86,No,4.4375636e-05,Yes,No,No,Yes
Matic Ian GUČEK,400-metres-hurdles,male,SLO,48.86,No,4.912666e-05,Yes,No,Yes,Yes
Ja'qualon SCOTT,400-metres-hurdles,male,USA,48.87,No,4.2211654e-05,Yes,No,No,Unknown
James SMITH II,400-metres-hurdles,male,USA,48.87,No,4.2211654e-05,Yes,No,No,Yes
Hiromu YAMAUCHI,400-metres-hurdles,male,JPN,48.87,No,2.7316099e-05,Yes,No,No,No
Alastair CHALMERS,400-metres-hurdles,male,GBR,48.88,No,4.4375636e-05,Yes,No,No,No
Aldrich BAILEY JR,400-metres-hurdles,male,USA,48.88,No,9.956606e-06,Yes,No,No,No
Sabelo DHLAMINI,400-metres-hurdles,male,RSA,48.88,No,2.7450797e-05,Yes,No,No,Yes
Tyri DONOVAN,400-metres-hurdles,male,GBR,48.88,No,7.506619e-06,Yes,No,No,Unknown
Jake MINSHULL,400-metres-hurdles,male,GBR,48.88,No,2.950235e-05,Yes,No,No,Unknown
Jesús David DELGADO,400-metres-hurdles,male,ESP,48.9,No,4.0924777e-05,Yes,No,No,Yes
Fyodor IVANOV,400-metres-hurdles,male,RUS,48.9,No,3.2634383e-05,Yes,No,No,No
Tyrece HYMAN,400-metres-hurdles,male,JAM,48.9,No,2.5587293e-05,Yes,No,No,Unknown
Emil AGYEKUM,400-metres-hurdles,male,GER,48.91,No,7.506619e-06,Yes,No,No,No
Matic Ian GUČEK,400-metres-hurdles,male,SLO,48.92,No,4.486313e-05,Yes,No,No,No
Oskar EDLUND,400-metres-hurdles,male,SWE,48.92,No,4.486313e-05,Yes,No,No,Yes
Chris ROBINSON,400-metres-hurdles,male,USA,48.92,No,4.2211654e-05,Yes,No,No,No
Chris ROBINSON,400-metres-hurdles,male,USA,48.92,No,4.2211654e-05,Yes,No,No,No
Patrik DÖMÖTÖR,400-metres-hurdles,male,SVK,48.94,No,3.414297e-05,Yes,No,Yes,Unknown
Francisco Guilherme DOS REIS VIANA,400-metres-hurdles,male,BRA,48.94,No,0.00014886275,Yes,No,No,Yes
Alessandro SIBILIO,400-metres-hurdles,male,ITA,48.94,No,2.9473244e-05,Yes,No,No,No
Daiki OGAWA,400-metres-hurdles,male,JPN,48.95,No,2.306116e-05,Yes,No,No,No
Alessandro SIBILIO,400-metres-hurdles,male,ITA,48.95,No,2.9473244e-05,Yes,No,No,No
Marc Anthony IBRAHIM,400-metres-hurdles,male,Unknown,48.95,No,5.546507e-05,Yes,No,Unknown,Unknown
Hiromu YAMAUCHI,400-metres-hurdles,male,JPN,48.96,No,2.7316099e-05,Yes,No,No,No
Julien BONVIN,400-metres-hurdles,male,SUI,48.96,No,5.4308373e-05,Yes,No,No,Yes
Antti SAINIO,400-metres-hurdles,male,FIN,48.97,No,2.7208072e-05,Yes,No,Yes,Yes
Daiki OGAWA,400-metres-hurdles,male,JPN,48.98,No,2.306116e-05,Yes,No,No,No
Jesús David DELGADO,400-metres-hurdles,male,ESP,48.98,No,6.922849e-06,Yes,No,No,Yes
Joshua FAULDS,400-metres-hurdles,male,GBR,48.98,No,4.4375636e-05,Yes,No,No,Unknown
Kaito TSUTSUE,400-metres-hurdles,male,JPN,48.98,No,8.129367e-06,Yes,No,No,No
Ezekiel NATHANIEL,400-metres-hurdles,male,NGR,48.99,No,2.4894029e-05,Yes,No,No,No
Shunta INOUE,400-metres-hurdles,male,JPN,48.99,No,2.306116e-05,Yes,No,No,Yes
Hiromu YAMAUCHI,400-metres-hurdles,male,JPN,49.0,No,6.1955416e-06,Yes,No,No,No
Owe FISCHER-BREIHOLZ,400-metres-hurdles,male,GER,49.0,No,2.8169206e-05,Yes,No,No,Unknown
Chung-Wei LIN,400-metres-hurdles,male,TPE,49.0,No,4.912666e-05,Yes,No,No,Unknown
Oskar EDLUND,400-metres-hurdles,male,SWE,49.0,No,4.486313e-05,Yes,No,No,Yes
Oskar EDLUND,400-metres-hurdles,male,SWE,49.0,No,4.486313e-05,Yes,No,No,Yes
Aldrich BAILEY JR,400-metres-hurdles,male,USA,49.0,No,9.956606e-06,Yes,No,No,No
Francisco Guilherme DOS REIS VIANA,400-metres-hurdles,male,BRA,49.01,No,0.00014886275,Yes,No,No,Yes
Berke AKÇAM,400-metres-hurdles,male,TUR,49.01,No,3.414297e-05,Yes,No,No,No
Debin GONG,400-metres-hurdles,male,CHN,49.01,No,2.5023677e-05,Yes,No,No,Yes
Oskar EDLUND,400-metres-hurdles,male,SWE,49.02,No,4.486313e-05,Yes,No,No,Yes
Joshua ABUAKU,400-metres-hurdles,male,GER,49.02,No,2.6308871e-05,Yes,No,No,No
Vít MÜLLER,400-metres-hurdles,male,CZE,49.02,No,6.077675e-05,Yes,No,No,No
Fyodor IVANOV,400-metres-hurdles,male,RUS,49.03,No,3.2634383e-05,Yes,No,No,No
Assinie WILSON,400-metres-hurdles,male,JAM,49.03,No,2.306116e-05,Yes,No,No,No
Ezekiel NATHANIEL,400-metres-hurdles,male,NGR,49.03,No,2.4894029e-05,Yes,No,No,No
Tyrece HYMAN,400-metres-hurdles,male,JAM,49.03,No,2.5587293e-05,Yes,No,No,Unknown
Trevor BASSITT,400-metres-hurdles,male,USA,49.04,No,9.5311974e-05,Yes,No,No,No
Julien BONVIN,400-metres-hurdles,male,SUI,49.04,No,5.4308373e-05,Yes,No,No,Yes
Johnny BRACKINS,400-metres-hurdles,male,USA,49.04,No,6.073608e-05,Yes,No,No,Unknown
Vít MÜLLER,400-metres-hurdles,male,CZE,49.04,No,6.077675e-05,Yes,No,No,No
CJ ALLEN,400-metres-hurdles,male,USA,49.04,No,9.3077415e-06,Yes,No,No,No
James SMITH II,400-metres-hurdles,male,USA,49.05,No,5.231424e-05,Yes,No,No,Yes
Jesús David DELGADO,400-metres-hurdles,male,ESP,49.06,No,6.922849e-06,Yes,No,No,Yes
Owe FISCHER-BREIHOLZ,400-metres-hurdles,male,GER,49.06,No,2.8169206e-05,Yes,No,No,Unknown
Ja'qualon SCOTT,400-metres-hurdles,male,USA,49.06,No,4.2211654e-05,Yes,No,No,Unknown
Ryosuke TAKAHASHI,400-metres-hurdles,male,JPN,49.06,No,2.3359396e-05,Yes,No,No,Unknown
Njabulo MBATHA,400-metres-hurdles,male,RSA,49.06,No,3.6209134e-05,Yes,No,No,Yes
Njabulo MBATHA,400-metres-hurdles,male,RSA,49.06,No,3.6209134e-05,Yes,No,No,Yes
Oskar EDLUND,400-metres-hurdles,male,SWE,49.06,No,4.486313e-05,Yes,No,No,Yes
Debin GONG,400-metres-hurdles,male,CHN,49.06,No,2.5023677e-05,Yes,No,No,Yes
Kyron MCMASTER,400-metres-hurdles,male,IVB,49.07,No,1.395541e-05,Yes,No,No,No
El Mehdi DIMOKRATI,400-metres-hurdles,male,MAR,49.07,No,2.45762e-05,Yes,No,No,Yes
Saad HINTI,400-metres-hurdles,male,MAR,49.07,No,2.45762e-05,Yes,No,No,Yes
Wiseman Were MUKHOBE,400-metres-hurdles,male,KEN,49.07,No,8.663446e-06,Yes,No,No,No
Ja'qualon SCOTT,400-metres-hurdles,male,USA,49.07,No,4.2211654e-05,Yes,No,No,Unknown
İsmail NEZIR,400-metres-hurdles,male,TUR,49.07,No,4.486313e-05,Yes,No,No,No
Michal RADA,400-metres-hurdles,male,CZE,49.08,No,8.800962e-05,Yes,No,No,Unknown
Alex KNIBBS,400-metres-hurdles,male,GBR,49.08,No,7.506619e-06,Yes,No,No,Yes
Daiki OGAWA,400-metres-hurdles,male,JPN,49.08,No,2.306116e-05,Yes,No,No,No
Kemorena TISANG,400-metres-hurdles,male,BOT,49.08,No,6.834741e-05,Yes,No,Yes,Yes
Michal RADA,400-metres-hurdles,male,CZE,49.08,No,8.800962e-05,Yes,No,No,Unknown
Gerald DRUMMOND,400-metres-hurdles,male,CRC,49.08,No,6.834741e-05,Yes,No,No,No
Francisco Guilherme DOS REIS VIANA,400-metres-hurdles,male,BRA,49.08,No,0.00014886275,Yes,No,No,Yes
Kody BLACKWOOD,400-metres-hurdles,male,USA,49.09,No,6.073608e-05,Yes,No,No,Unknown
Yusaku KODAMA,400-metres-hurdles,male,JPN,49.09,No,2.306116e-05,Yes,No,No,No
Joshua ABUAKU,400-metres-hurdles,male,GER,49.1,No,2.6308871e-05,Yes,No,No,No
Berke AKÇAM,400-metres-hurdles,male,TUR,49.1,No,3.414297e-05,Yes,No,No,No
Gerald DRUMMOND,400-metres-hurdles,male,CRC,49.11,No,6.834741e-05,Yes,No,No,No
Saad HINTI,400-metres-hurdles,male,MAR,49.11,No,2.45762e-05,Yes,No,No,Yes
James SMITH II,400-metres-hurdles,male,USA,49.11,No,4.2211654e-05,Yes,No,No,Yes
Seamus DERBYSHIRE,400-metres-hurdles,male,GBR,49.12,No,4.4375636e-05,Yes,No,No,Yes
Kody BLACKWOOD,400-metres-hurdles,male,USA,49.12,No,6.073608e-05,Yes,No,No,Unknown
Francisco Guilherme DOS REIS VIANA,400-metres-hurdles,male,BRA,49.13,No,0.00014886275,Yes,No,No,Yes
Joshua FAULDS,400-metres-hurdles,male,GBR,49.13,No,4.4375636e-05,Yes,No,No,Unknown
Alastair CHALMERS,400-metres-hurdles,male,GBR,49.13,No,4.4375636e-05,Yes,No,No,No
Assinie WILSON,400-metres-hurdles,male,JAM,49.13,No,2.306116e-05,Yes,No,No,No
Tyrece HYMAN,400-metres-hurdles,male,JAM,49.14,No,2.5587293e-05,Yes,No,No,Unknown
Simon DESCHAMPS,400-metres-hurdles,male,FRA,49.14,No,2.5978605e-05,Yes,No,No,Unknown
Jesús David DELGADO,400-metres-hurdles,male,ESP,49.15,No,6.922849e-06,Yes,No,No,Yes
Bassem HEMEIDA,400-metres-hurdles,male,QAT,49.17,No,6.534781e-05,Yes,No,No,No
Jason PARRISH,400-metres-hurdles,male,USA,49.17,No,6.652853e-05,Yes,No,No,Unknown
Kipkorir ROTICH,400-metres-hurdles,male,KEN,49.17,No,8.663446e-06,Yes,No,No,Unknown
Hiromu YAMAUCHI,400-metres-hurdles,male,JPN,49.18,No,2.7316099e-05,Yes,No,No,No
Tyri DONOVAN,400-metres-hurdles,male,GBR,49.18,No,7.506619e-06,Yes,No,No,Unknown
Xzaviah TAYLOR,400-metres-hurdles,male,USA,49.18,No,4.2211654e-05,Yes,No,No,Unknown
Gerald DRUMMOND,400-metres-hurdles,male,CRC,49.18,No,6.834741e-05,Yes,No,No,No
Ja'qualon SCOTT,400-metres-hurdles,male,USA,49.18,No,4.2211654e-05,Yes,No,No,Unknown
Jake MINSHULL,400-metres-hurdles,male,GBR,49.18,No,2.950235e-05,Yes,No,No,Unknown
Kyron MCMASTER,400-metres-hurdles,male,IVB,49.19,No,1.395541e-05,Yes,No,No,No
Seamus DERBYSHIRE,400-metres-hurdles,male,GBR,49.2,No,4.4375636e-05,Yes,No,No,Yes
Alastair CHALMERS,400-metres-hurdles,male,GBR,49.2,No,4.4375636e-05,Yes,No,No,No
Victor NTWENG,400-metres-hurdles,male,BOT,49.2,No,6.834741e-05,Yes,No,Yes,Yes
Francisco Guilherme DOS REIS VIANA,400-metres-hurdles,male,BRA,49.2,No,0.00014886275,Yes,No,No,Yes
Aldrich BAILEY JR,400-metres-hurdles,male,USA,49.2,No,9.956606e-06,Yes,No,No,No
Drake SCHNEIDER,400-metres-hurdles,male,USA,49.2,No,6.714223e-05,Yes,No,No,No
Julien BONVIN,400-metres-hurdles,male,SUI,49.21,No,5.4308373e-05,Yes,No,No,No
Julien BONVIN,400-metres-hurdles,male,SUI,49.21,No,5.4308373e-05,Yes,No,No,No
Chris ROBINSON,400-metres-hurdles,male,USA,49.21,No,4.2211654e-05,Yes,No,No,No
Khallifah ROSSER,400-metres-hurdles,male,USA,49.21,No,9.3077415e-06,Yes,No,No,No
Yashas PALAKSHA,400-metres-hurdles,male,IND,49.22,No,2.7809565e-05,Yes,No,No,Yes
Joshua ABUAKU,400-metres-hurdles,male,GER,49.22,No,2.6308871e-05,Yes,No,No,No
Ryosuke TAKAHASHI,400-metres-hurdles,male,JPN,49.22,No,2.3359396e-05,Yes,No,No,Unknown
Patrik DÖMÖTÖR,400-metres-hurdles,male,SVK,49.23,No,3.414297e-05,Yes,No,No,Unknown
Matic Ian GUČEK,400-metres-hurdles,male,SLO,49.23,No,4.912666e-05,Yes,No,No,No
Patrik DÖMÖTÖR,400-metres-hurdles,male,SVK,49.24,No,3.414297e-05,Yes,No,No,Unknown
Syota FUCHIGAMI,400-metres-hurdles,male,JPN,49.24,No,2.5587293e-05,Yes,No,No,Unknown
CJ ALLEN,400-metres-hurdles,male,USA,49.24,No,9.3077415e-06,Yes,No,No,No
Wernich VAN RENSBURG,400-metres-hurdles,male,RSA,49.24,No,3.6209134e-05,Yes,No,No,Unknown
Kunihiro OKAMURA,400-metres-hurdles,male,JPN,49.24,No,2.7316099e-05,Yes,No,No,Yes
Marc Anthony IBRAHIM,400-metres-hurdles,male,Unknown,49.24,No,5.546507e-05,Yes,No,Unknown,Unknown
Saad HINTI,400-metres-hurdles,male,MAR,49.25,No,2.45762e-05,Yes,No,No,Yes
Daiki OGAWA,400-metres-hurdles,male,JPN,49.25,No,2.306116e-05,Yes,No,No,No
Kaito TSUTSUE,400-metres-hurdles,male,JPN,49.25,No,8.129367e-06,Yes,No,No,No
Hayato SHIMODA,400-metres-hurdles,male,JPN,49.25,No,2.5587293e-05,Yes,No,No,Unknown
Antti SAINIO,400-metres-hurdles,male,FIN,49.25,No,2.7208072e-05,Yes,No,No,Yes
Joshua ABUAKU,400-metres-hurdles,male,GER,49.25,No,2.6308871e-05,Yes,No,No,No
Syota FUCHIGAMI,400-metres-hurdles,male,JPN,49.25,No,2.5587293e-05,Yes,No,No,Unknown
Vladimir LYSENKO,400-metres-hurdles,male,RUS,49.26,No,2.4684152e-05,Yes,No,No,No
Dennick LUKE,400-metres-hurdles,male,DMA,49.26,No,8.296008e-05,Yes,No,Unknown,Unknown
Ryosuke TAKAHASHI,400-metres-hurdles,male,JPN,49.27,No,2.3359396e-05,Yes,No,No,Unknown
Assinie WILSON,400-metres-hurdles,male,JAM,49.27,No,2.306116e-05,Yes,No,No,No
Jake MINSHULL,400-metres-hurdles,male,GBR,49.27,No,2.950235e-05,Yes,No,No,Unknown
Joshua FAULDS,400-metres-hurdles,male,GBR,49.27,No,4.4375636e-05,Yes,No,No,Unknown
Bassem HEMEIDA,400-metres-hurdles,male,QAT,49.27,No,6.534781e-05,Yes,No,No,No
Matheus LIMA,400-metres-hurdles,male,BRA,49.28,No,0.00013106203,Yes,No,No,No
Njabulo MBATHA,400-metres-hurdles,male,RSA,49.28,No,3.6209134e-05,Yes,No,No,Yes
Njabulo MBATHA,400-metres-hurdles,male,RSA,49.28,No,3.6209134e-05,Yes,No,No,Yes
CJ ALLEN,400-metres-hurdles,male,USA,49.29,No,9.3077415e-06,Yes,No,No,No
Berke AKÇAM,400-metres-hurdles,male,TUR,49.29,No,3.414297e-05,Yes,No,No,No
Matic Ian GUČEK,400-metres-hurdles,male,SLO,49.29,No,4.912666e-05,Yes,No,No,No
Wiseman Were MUKHOBE,400-metres-hurdles,male,KEN,49.29,No,8.663446e-06,Yes,No,No,No
Kaito TSUTSUE,400-metres-hurdles,male,JPN,49.3,No,8.129367e-06,Yes,No,No,No
Owe FISCHER-BREIHOLZ,400-metres-hurdles,male,GER,49.3,No,2.8169206e-05,Yes,No,No,Unknown
Michal RADA,400-metres-hurdles,male,CZE,49.3,No,8.800962e-05,Yes,No,No,Unknown
Michal RADA,400-metres-hurdles,male,CZE,49.3,No,8.800962e-05,Yes,No,No,Unknown
Alessandro SIBILIO,400-metres-hurdles,male,ITA,49.32,No,2.9473244e-05,Yes,No,No,No
Dennick LUKE,400-metres-hurdles,male,DMA,49.32,No,8.296008e-05,Yes,No,Unknown,Unknown
Yashas PALAKSHA,400-metres-hurdles,male,IND,49.32,No,2.7809565e-05,Yes,No,No,Yes
Masaki TOYODA,400-metres-hurdles,male,JPN,49.32,No,8.129367e-06,Yes,No,No,No
Ludvy VAILLANT,400-metres-hurdles,male,FRA,49.33,No,2.3549183e-05,Yes,No,No,No
Yuki MORIOKA,400-metres-hurdles,male,JPN,49.33,No,2.3359396e-05,Yes,No,No,Unknown
Xinfeng XU,400-metres-hurdles,male,CHN,49.34,No,0.00013903898,Yes,No,No,Unknown
Khallifah ROSSER,400-metres-hurdles,male,USA,49.35,No,9.3077415e-06,Yes,No,No,No
Hiromu YAMAUCHI,400-metres-hurdles,male,JPN,49.35,No,2.7316099e-05,Yes,No,No,No
Berke AKÇAM,400-metres-hurdles,male,TUR,49.35,No,3.414297e-05,Yes,No,No,No
Bassem HEMEIDA,400-metres-hurdles,male,QAT,49.36,No,6.534781e-05,Yes,No,No,No
Ken TOYODA,400-metres-hurdles,male,JPN,49.37,No,2.306116e-05,Yes,No,No,No
Ja'qualon SCOTT,400-metres-hurdles,male,USA,49.37,No,4.2211654e-05,Yes,No,No,Unknown
Yusaku KODAMA,400-metres-hurdles,male,JPN,49.37,No,2.306116e-05,Yes,No,No,No
Jake MINSHULL,400-metres-hurdles,male,GBR,49.37,No,2.950235e-05,Yes,No,No,Unknown
Matej BALUCH,400-metres-hurdles,male,SVK,49.37,No,3.414297e-05,Yes,No,No,Yes
Ezekiel NATHANIEL,400-metres-hurdles,male,NGR,49.37,No,2.4894029e-05,Yes,No,No,No
Ryan MATULONIS,400-metres-hurdles,male,USA,49.38,No,6.652853e-05,Yes,No,No,Unknown
Ryosuke TAKAHASHI,400-metres-hurdles,male,JPN,49.38,No,2.3359396e-05,Yes,No,No,Unknown
Shunta INOUE,400-metres-hurdles,male,JPN,49.38,No,2.306116e-05,Yes,No,No,Yes
Tyri DONOVAN,400-metres-hurdles,male,GBR,49.39,No,7.506619e-06,Yes,No,No,Unknown
Matej BALUCH,400-metres-hurdles,male,SVK,49.39,No,3.414297e-05,Yes,No,No,Yes
Joshua ABUAKU,400-metres-hurdles,male,GER,49.39,No,2.6308871e-05,Yes,No,No,No
Jake MINSHULL,400-metres-hurdles,male,GBR,49.39,No,2.950235e-05,Yes,No,No,Unknown
Joshua ABUAKU,400-metres-hurdles,male,GER,49.39,No,2.6308871e-05,Yes,No,No,No
Kaito TSUTSUE,400-metres-hurdles,male,JPN,49.39,No,8.129367e-06,Yes,No,No,No
İsmail NEZIR,400-metres-hurdles,male,TUR,49.4,No,4.486313e-05,Yes,No,No,No
Njabulo MBATHA,400-metres-hurdles,male,RSA,49.4,No,3.6209134e-05,Yes,No,No,Yes
Chung-Wei LIN,400-metres-hurdles,male,TPE,49.4,No,4.912666e-05,Yes,No,No,Unknown
